Timestamp,"Your Name (if you want, you can share)",Viva Date,Viva Proctor ID (the id which was sent to you in email for viva),Questions asked by the Viva examiner (Write in points),Any suggestions/tips to fellow students for this examiner?
11/16/2025 16:50:34,Vignesh,11/16/2025,mlp_level1_viva3,"- Explained my notebook
- Asked why I chose my preprocessor and if i considered any other strategy
- Was asked to code preprocessor with mean imputation for numerical and mode imputation for categorical 
- Asked if I had more time, what I would have done to  improve model performance","Just explain what you did with justification
Comment everything in your notebook with your justification also"
11/20/2025 16:27:09,Sourasish ,11/20/2025,mlp_level1_viva9,"1. First asked for ID, then asked me to present the notebook 
2. After that she suggested me in the model section, to put both r2 score of train and test set
3. Then asked basic questions from scaling and encoding, bagging, boosting, their comparison, whats r² score ? Etc. 

Nothing crazy.","She's so polite and listens everything. She asked mainly theoretical questions. 
Just prepare the base knowledge."
11/21/2025 12:09:13,,11/21/2025,Level1_14,None,"Tips for level 1: Just go all out on explanation and try to go as detailed as possible cause the proctor had no time to ask questions to me cause of that.

Got this feedback for level 2: More theoretical viva, be thorough with MLT, practice coding as much as possible, they can give you one entire dataset and ask you to train a model according to it."
11/21/2025 20:01:26,,11/16/2025,leve2_74,"Exactly the same questions asked by him previously which are present in this form
- like what is hyper parameter tuning, random state=42, the house price one, data pre processing
Wasn't even paying attention to my nb explanation and didn't ask me to explain the nb fully
No coding",Just prepare the questions present in this form and your nb (notebook) 
11/21/2025 21:15:23,Helper,11/21/2025,level1_viva1,"first she asked for ID 
then ask to explain the notebook within 15 minutes (although i did it fast but she interrupted in between to ask questions related to code so it went around 25 minutes)
she asked what is randomsearch ? 
what is n_estimators?(basically all the things you used in model)
which encoder you used and why ?
why randomisedsearchCV not the others ?
so understand you notebook throughly ... each and every code
and the reason why u used certain things",she is very calm and wont be asking any thing much difficult .... just know you nb very well
11/21/2025 21:39:19,maneesh,11/20/2025,level1_9,"introduction
boosting and bagging
encoding and scaling
hyperparameters
feature engineering",be calm
11/21/2025 23:38:39,,11/21/2025,level1_viva1,"1. explained my notebook in detail
2. i used randomsearchcv she asked why not gridsearch
3.she asked me to explain my correlation map
4.asked me questions about lightgbm
she will only ask questions from what you have done in the nb, she is very chill no need to panic ",
11/22/2025 9:09:33,Nitin Singh,11/20/2025,,"1. Walkthrough the code
2. What is scaling? why used Standard Scalar?
3. Difference between Label Encoding and One hot encoding?",Spend sometime explaining why n your notebooks and check the alternatives before exam!
11/22/2025 14:49:07,Aadi,11/21/2025,Level1_viva7,"Explain everything in detail so that less time remains. He asks 3-4 questions based on your hyperparameter tuning, encoding, difference between label encoder and one hit encoder, differentiate gridsearchCV and randomsearchCV.",
11/22/2025 14:50:09,Archie,11/22/2025,L2_123,"- Start with the problem statement and objective of the project (I had added it in my nb itself)
- frm imports she asked, wht's matplotlib n seaborn used for 
- I was explaining my eda plots, had a summary cell of eda, then which features i crated frm them
- meaning of simpleImputer
- explain pipeline, columntransformer
- wht's train test split
- then as i was explaining my code file, she was asking questions like, difference bw bagging n boosting since i had used random forest n xgboost
- difference bw xgboost and lightgbm","Chuck all these questions to some ai and get a concise list of questions to prepare for before your viva. Include these 2 things in ur nb -- problem statement section, eda summary section"
11/22/2025 14:59:25,Halley,11/21/2025,Level1_viva7,"He asked me to start explain my notebook and explained it about 25 mins , then he just asked simple qs like 
1) which enocder you have used.
2) Have you tried GridSearchCV HPT on your best model.
3) What do you mean by MSE.
4) Show me your graphs ","He was chill person , try to explain your notebook in depth each line so it consumes more time and so the proctor doesnt have any time or qs left to counterquestion you . "
11/22/2025 21:18:27,Ramu,11/22/2025,:mlp_level1_viva9_MLP_Viva,"Explain notebook I explain notebook 
And she intrempt me ask questions 

She ask me theory questions 
Ensemble what encoding you use
Ask ok ridge regression 

She give me task of 
X=[green ,blue,white,blue,green]
Convert by label encoding how it looks like 
In 20 minutes complete 
She give suggestions learn theory more","Clear theory questions 
Clear little bit coding concepts also 
"
11/23/2025 11:31:56,Ananjay,11/21/2025,level1_viva7,"Show me pipelines in your code?
u used ridge or random trees?
Difference between ridge and random trees?
show me EDA",Make a pitch of 30 minutes of explaining your code. dont give them time to ask any question
11/23/2025 12:03:41,Drishya Garg,11/21/2025,mlp_level1_viva7_MLP_Viva,"1. Explain your notebook. 
2. Asked about overfitting and underfitting ",Know everything you have done in your notebook. 
11/25/2025 0:07:02,maneesh,11/22/2025,level2_123,"-know you code and functions or parameters you wrote
-learn about libraries
-learn very well about the models you used","-while presenting talk only about the terms or topics you know as she may ask them to explain in between
- she was nice "
11/25/2025 13:19:20,-,11/21/2025,level1_viva1,"Level 1
1) Asked to explain notebook.
2) Which model is best and why?
3) Questions on visualization.
4) How I handled missing values - both (categorical and numerical columns)
5) Hyperparameter
6)what is Standard Scaler and OnHotEncoding?",Overall she was good and friendly.
11/25/2025 20:57:37,,11/25/2025,Level1_110 ,"Detail explaination of code 
Accuray
Precision 
Recall
Unspervised and supervised difference
Algorithm explaination in depth
He focuses on theroy basic theory
Overfittng and underfittings techniques",
11/26/2025 21:02:56,Seshadri ,11/26/2025,mlp_level 1_viva2,Explain your notebook ,"Dont worry guys, he is so noice, just explain notebook properly "
11/27/2025 17:30:51,Infinity(hin),11/27/2025,mlp_level1_viva2,"Level 1

- give intro about yourself
- present your notebook.
- gave 1,2 suggestions at the end.",just explain in detail - he won't ask much questions...
11/27/2025 20:48:01,,11/27/2025,L2_74,"Level 2 Viva
1. What is Data Preprocessing and steps for it?
2. What is feature scaling?
3. Given you have house prices and you want to predict the house prices for 10 years later, what model will you select and why?
4. What is Hyperparameter Tuning? Difference between GridSearch and RandomisedSearch
5. What is random_state = 42 and why 42 specifically?
6. What is learning rate in HPT?
7. What is the difference between XGBoost and Linear Regression?
8. What is dimensionality reduction? What is reducing in it?

No coding round","If you get this proctor, be sure to see all the questions asked by him and explain them as thoroughly. Even if you think you are wrong, speak so confidently that he won't be able to follow back."
11/27/2025 22:38:06,,11/27/2025,Level1_110(this was level 2 viva),"1. First asked tell me about yourself 
2. Explain notebook 
3. I was explaining for 40 minutes, he stopped and said ""that is enough, u have explained in detail""
4. Asked to show my correlation heatmap and tell me wat it means
5. Asked to show histogram and wat it means
6. Asked if u can solve this regression problem using classification 
7. Finally asked future plans","All in all very good proctor, friendly, make sure u spend max time in explaining notebook so at last he asks less questions, and know about your graphs and charts, no coding questions "
